iata,latitude,longitude
WTN,53.1662,-0.523811
YEO,51.0094,-2.63882
GCI,49.4347,-2.60194
ACI,49.7067,-2.21444
MSE,51.3422,1.34611
WRT,53.745,-2.88389
BFS,54.6575,-6.21583
BHD,54.6181,-5.8725
BOL,55.0544,-7.02
ENK,54.3989,-7.65167
LDY,55.0428,-7.16111
OKH,52.7294,-0.651389
ABZ,57.2019,-2.19778
ADX,56.3729,-2.86844
BEB,57.4811,-7.36278
BRR,57.0228,-7.44306
CAL,55.4372,-5.68639
COL,56.6019,-6.61778
CSA,56.0575,-6.24306
DND,56.4525,-3.02583
DOC,57.869,-4.023
EDI,55.95,-3.3725
EOI,59.1906,-2.77222
FIE,59.5358,-1.62806
FOA,60.1217,-2.0532
FSS,57.6494,-3.56064
GLA,55.8719,-4.43306
ILY,55.6819,-6.25667
INV,57.5425,-4.0475
KOI,58.9578,-2.905
LMO,57.7052,-3.33917
LSI,59.8814,-1.29389
LWK,60.1919,-1.24361
NDY,59.2503,-2.57667
NRL,59.3675,-2.43444
OBN,56.4635,-5.39967
OUK,60.4252,-0.75
PIK,55.5094,-4.58667
PPW,59.3517,-2.90028
PSL,56.4392,-3.37222
PSV,60.3217,-1.69306
SKL,57.2414,-5.90966
SOY,59.1553,-2.64139
SYY,58.2156,-6.33111
TRE,56.4992,-6.86917
UNT,60.7469,-0.854722
WHS,60.3775,-0.925556
WIC,58.4589,-3.09306
WRY,59.3503,-2.95
FZO,51.5194,-2.59361
CEG,53.1781,-2.97778
CWL,51.3967,-3.34333
HAW,51.8331,-4.96111
SWS,51.6053,-4.06783
VLY,53.2481,-4.53534
ESH,50.8356,-0.297222
GND,12.0042,-61.7862
CRU,12.4761,-61.4728
SUI,42.8582,41.1281
BUS,41.6103,41.5997
KUT,42.1767,42.4826
TBS,41.6692,44.9547
CAY,4.81981,-52.3604
GSI,4.28583,-54.3731
LDX,5.48306,-54.0344
MPY,3.6575,-54.0372
OYP,3.8976,-51.8041
REI,4.31472,-52.1317
XAU,3.61361,-53.2042
KMS,6.71456,-1.59082
NYI,7.36183,-2.32876
ACC,5.60519,-0.166786
TML,9.55719,-0.863214
WZA,10.0795,-2.5109
TKD,4.89606,-1.77476
GIB,36.1512,-5.34966
AOQ,72.887,-55.5961
IKE,70.4981,-51.3031
IUI,73.2023,-56.0113
JAV,69.2432,-51.0571
JGO,69.2511,-53.5153
JQA,70.7342,-52.6962
JUK,71.0512,-51.8842
JUV,72.7902,-56.1306
KGQ,72.3811,-55.5363
KHQ,74.5791,-57.2351
NAQ,77.4886,-69.3887
NIQ,70.7896,-53.6562
NSQ,74.1095,-57.0644
PQT,69.9994,-51.3039
QUP,70.0115,-51.9322
SAE,70.8071,-51.6303
SRK,77.7864,-70.6384
SVR,76.018,-65.1176
THU,76.5312,-68.7032
TQA,73.3735,-56.062
UMD,70.6804,-52.1116
UPK,72.1527,-55.531
XIQ,69.0822,-51.1088
JJU,60.7156,-46.0299
JNN,60.1418,-45.233
JNS,60.9172,-46.06
LLU,60.4645,-45.5691
QFN,60.0051,-44.6579
QUV,60.1483,-44.2869
QUW,60.5953,-45.382
UAK,61.1605,-45.426
XEQ,60.1937,-44.8115
JCH,68.8228,-51.1734
JEG,68.7218,-52.7847
QCU,68.7441,-52.329
QFI,68.1458,-53.1692
QGQ,67.943,-53.6223
QJE,68.8558,-53.1185
QJI,68.6321,-51.8337
QMK,68.2342,-52.8546
QPW,68.3079,-53.4592
QRY,68.1409,-53.4414
AGM,65.6122,-37.6184
CNP,70.7431,-22.6505
GOH,64.1909,-51.6781
IOQ,65.5465,-38.9778
JFR,62.0147,-49.6709
JRK,61.1768,-48.4198
KUS,65.5736,-37.1236
KUZ,65.8638,-36.9954
OBY,70.4881,-21.9716
SGG,65.9059,-36.3781
TQI,65.892,-37.7833
JHS,66.9513,-53.7293
JSU,65.4125,-52.9394
QJG,66.5791,-53.5014
SFJ,67.0122,-50.7116
SZC,66.8964,-52.8657
BJL,13.338,-16.6522
BKJ,10.9658,-14.2811
SBI,12.5727,-13.3585
CKY,9.57689,-13.612
FAA,10.0355,-10.7698
FIG,10.3506,-13.5692
GII,11.433,-9.167
KNN,10.4484,-9.22876
KSI,9.16056,-10.1244
LEK,11.3261,-12.2868
MCA,8.48186,-9.52507
NZE,7.80602,-8.7018
BBR,16.0133,-61.7422
DSD,16.2969,-61.0844
GBJ,15.8687,-61.27
LSS,15.8644,-61.5806
PTP,16.2653,-61.5318
SFC,16.2578,-61.2625
NBN,-1.41028,5.62194
SSG,3.75527,8.70872
BSG,1.90547,9.80568
OCS,0.9125,9.3304
GEM,1.68533,11.0244
AXD,40.8559,25.9563
KVA,40.9133,24.6192
ATH,37.9364,23.9445
KIT,36.2743,23.017
AGQ,38.602,21.3512
GPA,38.1511,21.4256
PYR,37.9207,21.2926
KSO,40.4463,21.2822
KZI,40.2861,21.8408
CFU,39.6019,19.9117
EFL,38.1201,20.5005
PVK,38.9255,20.7653
ZTH,37.7509,20.8843
IOA,39.6964,20.8225
SKG,40.5197,22.9709
CHQ,35.5317,24.1497
HER,35.3397,25.1803
JSH,35.2161,26.1013
AOK,35.4214,27.146
JKL,36.9633,26.9406
JMK,37.4351,25.3481
JNX,37.0811,25.3681
JSY,37.4228,24.9509
JTR,36.3992,25.4793
JTY,36.5799,26.3758
KGS,36.7933,27.0917
KSJ,35.4214,26.91
KZS,36.1417,29.5764
LRS,37.1849,26.8003
MLO,36.6969,24.4769
PAS,37.0205,25.1132
RHO,36.4054,28.0862
PKH,37.2988,23.149
KLX,37.0683,22.0255
SPJ,36.9739,22.5263
SKU,38.9676,24.4872
JSI,39.1771,23.5037
LRA,39.6503,22.4655
VOL,39.2196,22.7943
JIK,37.6827,26.3471
JKH,38.3432,26.1406
LXS,39.9171,25.2363
MJT,39.0567,26.5983
SMI,37.69,26.9117
CBV,15.469,-90.4067
RUV,15.992,-90.4453
CIQ,14.8309,-89.5209
ENJ,14.1069,-90.8175
GSJ,13.9362,-90.8358
GUA,14.5817,-90.5267
HUG,15.3274,-91.4624
LCF,15.6684,-88.9618
PBR,15.7309,-88.5838
CMM,17.4612,-90.0537
DON,17.6124,-89.6884
FRS,16.9138,-89.8664
PON,16.3258,-89.4161
UAX,17.3939,-89.6327
AAZ,14.8656,-91.502
CTF,14.6942,-91.8825
AQB,15.0122,-91.1506
PKJ,15.9975,-90.7417
RER,14.521,-91.6973
LOX,14.5833,-90.5275
GUM,13.4834,144.796
UAM,13.584,144.93
OXB,11.8948,-15.6537
BQE,11.2974,-15.8381
BCG,7.7,-59.1667
BMJ,7.37012,-60.488
MWJ,7.48811,-60.1848
PKM,8.333,-59.633
USI,8.2,-59.7833
GFO,6.35886,-58.6552
IMB,5.70811,-60.2942
KAR,5.86534,-60.6142
KPG,6.46667,-59.1667
PRR,5.81545,-61.0554
GEO,6.49855,-58.2541
OGL,6.80628,-58.1059
SKM,5.8599,-57.1489
EKE,6.66667,-60.85
KKG,5.2684,-58.995
PIQ,5.33333,-60.3333
SDC,2.9913,-59.51
VEG,4.89817,-59.817
KAI,5.17275,-59.4915
KTO,4.64916,-59.8322
MHA,5.27749,-59.1511
MYM,4.48333,-59.6833
ORJ,4.72527,-60.035
PMT,4.6975,-59.7125
AHL,2.48653,-59.3134
KRG,4.03333,-59.5333
KRM,3.75194,-59.3097
LTM,3.37276,-59.7894
LUB,2.39393,-59.441
NAI,3.95944,-59.1242
HHP,22.2888,114.1524
HKG,22.3089,113.915
LCE,15.7425,-86.853
TEA,15.7759,-87.4758
IRN,15.9392,-85.1372
LMH,14.3819,-87.6211
TCF,15.65,-85.983
TJI,15.9268,-85.9382
XPL,14.3824,-87.6212
RUY,14.9149,-89.0078
SDH,14.7779,-88.775
LLH,15.4422,-87.8988
SAP,15.4526,-87.9236
TGU,14.0609,-87.2172
AHS,15.4722,-84.3522
BHG,15.7631,-84.5436
CDD,15.3167,-83.5917
PCH,15.955,-84.9414
PEU,15.2622,-83.7812
LEZ,14.2911,-88.175
GJA,16.4454,-85.9066
RTB,16.3168,-86.523
UII,16.1131,-86.8803
MRJ,14.1619,-88.0344
EDQ,14.2358,-88.4372
GAC,14.5735,-88.5958
CAA,14.917,-85.9
JUT,14.6526,-86.2203
LUI,15.0332,-86.6923
CYL,15.4456,-86.6753
OAN,15.5056,-86.5747
ORO,15.1275,-87.135
SCD,14.9072,-87.2634
DBV,42.5614,18.2682
ZAG,45.7429,16.0688
PUY,44.8935,13.9222
OSI,45.4627,18.8102
LSZ,44.5658,14.3931
RJK,45.2169,14.5703
BWK,43.2857,16.6797
SPU,43.5389,16.298
ZAD,44.1083,15.3467
JEE,18.6631,-74.1703
CAP,19.733,-72.1947
PAX,19.9336,-72.8486
PAP,18.58,-72.2925
CYA,18.2711,-73.7883
JAK,18.2411,-72.5185
PEV,45.9909,18.241
BUD,47.4298,19.2611
MCQ,48.1369,20.7914
DEB,47.4889,21.6153
SOB,46.6864,17.1591
BTJ,5.52287,95.4206
KJX,3.73444,96.7911
LSW,5.22668,96.9503
LSX,5.06951,97.2592
MEQ,4.25,96.217
SBG,5.87413,95.3397
DPS,-8.74817,115.167
CGK,-6.12556,106.656
PCB,-6.33696,106.765
PPJ,-5.64444,106.562
BKS,-3.8637,102.339
BUU,-1.1278,102.135
RGT,-0.352808,102.335
BXW,-5.72361,112.679
GTO,0.637119,122.85
OJU,-0.864417,121.623
UOL,1.1027,121.414
HLP,-6.2655,106.8856
DJB,-1.63802,103.644
KRC,-2.093,101.468
MPC,-2.54186,101.088
TJB,1.0527,103.393
BDO,-6.90063,107.576
CBN,-6.75614,108.54
CJN,-7.71989,108.489
KJT,-6.64892,108.167
TSY,-7.3466,108.246
CPF,-7.19484,111.548
CXP,-7.64506,109.034
KWB,-5.80091,110.478
PWL,-7.46167,109.417
SOC,-7.51609,110.757
SRG,-6.97273,110.375
YIA,-7.90534,110.057
BWX,-8.31015,114.34
DHX,-7.76132,111.9504
JBB,-8.23806,113.694
MLG,-7.92656,112.715
MSI,-5.58333,114.433
SUB,-7.37983,112.787
SUP,-7.0242,113.89
KTG,-1.81664,109.963
PNK,-0.150711,109.404
PSU,0.835578,112.937
SQG,0.063619,111.473
BDJ,-3.44236,114.763
BTW,-3.41241,115.995
KBU,-3.29472,116.165
TJG,-2.21656,115.436
HMS,-1.0221,114.9276
NPO,-0.348869,111.748
PKN,-2.7052,111.673
PKY,-2.22513,113.943
SMQ,-2.49919,112.975
TBM,-1.4694,113.083
AAP,-0.374448,117.249
BEJ,2.1555,117.432
BPN,-1.26827,116.894
BXT,0.119691,117.475
DTD,0.8106,114.531
GHS,-0.2064,115.76045
KOD,-0.26667,116.583
SGQ,0.3847,117.543
TNB,-1.91013,116.202
TSX,-0.092973,117.453
BYQ,3.45572,117.867
LBW,3.9028,115.692
LNU,3.5764,116.6182
LPU,1.70449,114.97
NAF,2.72305,117.126
NNX,4.13333,117.667
TJS,2.83583,117.374
TPK,3.1707,97.2869
TRK,3.32667,117.569
MWK,3.34812,106.258
PGK,-2.1622,106.139
TJQ,-2.74572,107.755
BTH,1.12103,104.119
LMU,2.9621,105.7551
NTX,3.90871,108.388
TNJ,0.922683,104.532
AKQ,-4.61114,105.232
TKG,-5.24056,105.176
GLX,1.83833,127.786
LAH,-0.635259,127.502
MAL,-1.87579,125.83
OTI,2.04599,128.325
SQN,-2.08051,125.967
TAX,-1.64263,124.559
TTE,0.831414,127.381
AHI,-3.348,128.926
AMQ,-3.71026,128.089
BJK,-6.0662,134.274
DOB,-5.77222,134.212
GEB,-0.078889,129.458
JIO,-8.1419,127.90983
KAZ,1.18528,127.896
LUV,-5.76028,132.759
NAM,-3.23557,127.1
NDA,-4.5214,129.905
NRE,-3.8548,126.701
SXK,-7.98861,131.306
WBA,-2.8114,129.484
BMU,-8.53965,118.687
LOP,-8.75732,116.277
LYK,-8.9889,117.216
SWQ,-8.48904,117.412
ABU,-9.07305,124.905
ARD,-8.13234,124.597
BJW,-8.70743,121.057
ENE,-8.84929,121.661
KOE,-10.1716,123.671
LBJ,-8.48666,119.889
LKA,-8.27442,123.002
LWE,-8.3629,123.438
MOF,-8.64065,122.237
RTG,-8.59701,120.477
RTI,-10.7673,123.075
SAU,-10.4924,121.848
TMC,-9.40972,119.244
WGP,-9.66922,120.302
AGD,-1.3858,133.874
BXB,-2.53224,133.439
FKQ,-2.92019,132.267
GAV,-0.400556,129.895
INX,-2.1281,132.161
KBX,-1.3169,132.286
KEQ,-0.637101,133.128
KNG,-3.64452,133.696
MKW,-0.891833,134.049
NTI,-2.1033,133.516
RDE,-1.58333,133.333
RJM,-0.423056,130.773
RSK,-1.49677,134.175
SOQ,-0.894,131.287
TXM,-1.44472,132.021
AAS,-3.8832,139.311
ARJ,-2.93333,140.783
BIK,-1.19002,136.108
BUI,-3.6822,138.676
BXD,-7.1759,139.583
BXM,-4.16667,140.85
DEX,-4.8557,139.482
DJJ,-2.57695,140.516
DRH,-3.2705,138.613
ELR,-3.7826,139.386
EWE,-5.494,138.083
EWI,-3.9259,136.377
FOO,-0.936325,134.872
ILA,-3.97648,137.622
IUL,-3.7051,138.2
KBF,-3.684,138.479
KCD,-6.1851,138.637
KEI,-6.5418,139.332
KMM,-3.66667,136.167
KOX,-4.71075,136.435
LHI,-3.0795,139.952
LII,-3.7018,137.957
LLN,-3.75,138.667
MDP,-5.75,140.367
MKQ,-8.52029,140.418
MUF,-7.3147,140.567
NBX,-3.36818,135.496
NKD,-3.822,137.841
OBD,-3.9106,136.231
OKL,-4.9071,140.628
OKQ,-8.0946,139.723
ONI,-3.9834,136.083
RUF,-3.6333,140.958
SEH,-3.45,140.779
TIM,-4.52828,136.887
TMH,-6.09922,140.298
TMY,-3.9256,138.456
UBR,-3.67565,140.884
UGU,-3.73956,137.032
WAR,-3.235,140.994
WET,-4.04423,136.278
WMX,-4.10251,138.957
WSR,-2.721,134.506
ZEG,-5.6908,139.35
ZRI,-1.87558,136.241
ZRM,-1.86955,138.75
DUM,1.60919,101.434
PKU,0.460786,101.445
SEQ,1.37,102.14
SIQ,-0.479189,104.579
LLJ,-3.28,102.917
MJU,-2.58333,119.033
TTR,-3.04474,119.822
LLO,-3.083,120.245
MOH,-2.20333,121.66
MXB,-2.55803,120.324
SQR,-2.5312,121.358
TRT,-3.1851,119.9164
UPG,-5.06163,119.554
LUW,-1.03892,122.772
PLW,-0.918542,119.91
PSJ,-1.41675,120.658
TLI,1.12343,120.794
BUW,-5.48688,122.569
KDI,-4.08161,122.418
KXB,-4.342,121.5214
PUM,-4.18109,121.618
RAQ,-4.76056,122.569
TQQ,-5.76457,123.917
AEG,1.4001,99.4305
BJG,-0.972896,122.145
DTB,2.25973,98.9919
FLZ,1.55594,98.8889
GNS,1.16638,97.7047
KNO,3.64222,98.8853
MDC,1.54926,124.926
MES,3.55917,98.6711
MNA,4.00694,126.673
NAH,3.68321,125.528
SIW,2.66667,98.9333
PDG,-0.786917,100.281
PPR,0.845431,100.37
RKI,-0.95,100.75
KLQ,-2.62353,103.955
PDO,-3.28607,103.88
PLM,-2.89825,104.7
AMI,-8.56056,116.094
AYW,-1.1593,132.463
JOG,-7.78818,110.432
SNN,52.702,-8.92482
BYT,51.6686,-9.48417
ORK,51.8413,-8.49111
CFN,55.0442,-8.341
LTR,54.9513,-7.67283
DUB,53.4213,-6.27007
GWY,53.3002,-8.94159
IIA,53.093,-9.56806
INQ,53.0647,-9.5109
IOR,53.1067,-9.65361
NNR,53.2303,-9.46778
KIR,52.1809,-9.52378
KKY,52.6508,-7.29611
BLY,54.2228,-10.0308
NOC,53.9103,-8.81849
SXL,54.2802,-8.59921
WAT,52.1872,-7.08696
BEV,31.287,34.723
EIY,30.6217,35.2033
ETH,29.5613,34.9601
ETM,29.7237,35.0114
MIP,30.7761,34.6667
MTZ,31.3282,35.3886
VDA,29.9403,34.9358
VTM,31.2083,35.0123
YOT,29.9011,35.0675
KSW,33.2167,35.6
RPN,32.981,35.5719
HFA,32.8094,35.0431
SDV,32.1147,34.7822
TLV,32.0114,34.8867
JRS,31.8647,35.2192
CBD,9.15251,92.8196
IXZ,11.6412,92.7297
BEK,28.4221,79.4508
CDP,14.51,78.7728
KJB,15.7132,78.1612
PUT,14.1493,77.7911
RJA,17.1104,81.8182
TIR,13.6325,79.5433
VGA,16.5304,80.7968
VTZ,17.7212,83.2245
IXT,28.0661,95.3356
IXV,28.1753,94.802
TEI,27.9412,96.1344
ZER,27.5883,93.8281
DEP,27.9855,94.2228
DIB,27.4839,95.0169
GAU,26.1061,91.5859
IXI,27.2955,94.0976
IXN,24.0619,91.6039
IXQ,24.1317,91.8142
IXS,24.9129,92.9787
JRH,26.7315,94.1755
RUP,26.1397,89.91
TEZ,26.7091,92.7847
DBR,26.1947,85.9175
GAY,24.7443,84.9512
MZU,26.1191,85.3137
PAT,25.5913,85.088
IXC,30.6735,76.7885
JGB,19.0743,82.0368
PAB,21.9884,82.111
RPR,21.1804,81.7388
DIU,20.7131,70.9211
NMB,20.4344,72.8432
DEL,28.5665,77.1031
GOI,15.3808,73.8314
GOX,15.7312,73.8666
AMD,23.0772,72.6347
BDQ,22.3362,73.2263
BHJ,23.2878,69.6702
BHU,21.7522,72.1852
HSR,22.3813,71.0319
IXK,21.3171,70.2704
IXY,23.1127,70.1003
JGA,22.4655,70.0126
PBD,21.6487,69.6572
RAJ,22.3092,70.7795
STV,21.1141,72.7418
HSS,29.1794,75.7553
DHM,32.1651,76.2634
KUU,31.8767,77.1544
SLV,31.0818,77.068
IXJ,32.6891,74.8374
IXL,34.1359,77.5465
RJI,33.3779,74.3152
SXR,33.9871,74.7742
DBD,23.834,86.4253
DGH,24.4433,86.7065
IXR,23.3143,85.3217
IXW,22.8132,86.1688
BEP,15.1628,76.8828
BLR,13.1979,77.7063
HBX,15.3617,75.0849
IXE,12.9613,74.8901
IXG,15.8593,74.6183
MYQ,12.23,76.6558
RQY,13.8577,75.6054
VDY,15.175,76.6349
CCJ,11.1368,75.9553
CNN,11.9186,75.5472
COK,10.152,76.4019
TRV,8.48212,76.9201
AGX,10.8237,72.176
BHO,23.2875,77.3374
GUX,24.6547,77.3473
GWL,26.2933,78.2278
HJR,24.8172,79.9186
IDR,22.7218,75.8011
JLR,23.1778,80.052
REW,24.5034,81.2203
TNI,24.5623,80.8549
AKD,20.699,77.0586
BOM,19.0887,72.8679
GDB,21.522,80.2907
ISK,20.1191,73.9129
IXU,19.8627,75.3981
JLG,20.9614,75.6192
KLH,16.6647,74.2894
LTU,18.4115,76.4647
NAG,21.0922,79.0472
NDC,19.1833,77.3167
PNQ,18.5821,73.9197
RTC,17.0136,73.3278
SAG,19.6886,74.3789
SDW,15.9989,73.5342
SSE,17.628,75.9348
IMF,24.76,93.8967
SHL,25.7036,91.9787
AJL,23.8406,92.6197
DMU,25.8839,93.7711
BBI,20.2444,85.8178
JRG,21.9159,84.0464
JSA,26.8887,70.865
PYB,18.88,82.552
RRK,22.2567,84.8146
UKE,20.0976,83.1829
PNY,11.968,79.812
AIP,31.4331,75.7606
ATQ,31.7096,74.7973
BUP,30.2701,74.7558
IXP,32.2336,75.6344
LUH,30.8547,75.9526
BKB,28.0706,73.2072
JAI,26.8242,75.8122
JDH,26.2511,73.0489
KQH,26.6015,74.8141
KTU,25.1602,75.8456
UDR,24.6177,73.8961
PYG,27.2266,88.5875
CJB,11.03,77.0434
IXM,9.83451,78.0934
MAA,12.99,80.1693
NVY,11.613,79.5274
SXV,11.7833,78.0656
TCR,8.72424,78.0258
TJV,10.7224,79.1016
TRZ,10.7654,78.7097
BPM,17.4531,78.4676
HYD,17.2313,78.4299
RMD,18.701,79.3923
WGC,17.9144,79.6022
IXA,23.887,91.2404
IXH,24.3082,92.0072
AGR,27.1558,77.9609
AYJ,26.7474,82.1505
AZH,26.1615,83.112
CWK,25.169,80.9362
GOP,26.7397,83.4497
HDO,28.705,77.342
HRH,27.8588,78.1486
IXD,25.4401,81.7339
KNU,26.4043,80.4101
LKO,26.7606,80.8893
VNS,25.4524,82.8593
VSV,27.5023,82.0265
DED,30.1897,78.1803
PGH,29.0334,79.4737
CCU,22.6547,88.4467
COH,26.3305,89.4672
IXB,26.6812,88.3286
LDA,25.033,88.133
RDP,23.6225,87.243
RGH,25.2617,88.7956
IQA,33.7856,42.4412
TQD,33.3381,43.5971
BSR,30.5491,47.6621
NJF,31.9899,44.4043
EBL,36.2376,43.9632
ISU,35.5617,45.3167
BGW,33.2625,44.2346
BMN,37.0988,43.2666
KIK,35.4695,44.3489
OSM,36.3058,43.1474
RQW,35.7672,43.1251
PYK,35.7761,50.8267
ADU,38.3257,48.4244
PFQ,39.6036,47.8815
HGE,10.4625,-66.0928
IMQ,39.33,44.43
KHY,38.4275,44.9736
OMH,37.6681,45.0687
TIA,41.4147,19.7206
ACP,37.348,46.1279
TBZ,38.1339,46.235
BUZ,28.9448,50.8346
IAQ,29.84,50.2728
KHA,36.7333,45.15
KHK,29.2603,50.3239
KNR,27.8205,52.3522
PGU,27.3796,52.7377
CQD,32.2972,50.8422
IFH,32.9289,51.5611
IFN,32.7508,51.8613
FAZ,28.8918,53.7233
JAR,28.5867,53.5791
LFM,27.3727,53.1888
LRR,27.6747,54.3833
SYZ,29.5392,52.5898
RAS,37.3233,49.6178
GBT,36.9094,54.4013
KLM,37.3833,55.452
HDM,34.8692,48.5525
NUJ,35.2117,48.6533
AEU,25.8757,55.033
BDH,26.532,54.8248
BND,27.2183,56.3778
GSM,26.7546,55.9024
HDR,27.1583,56.1725
JSK,25.6523,57.7878
KIH,26.5262,53.9802
LVP,26.8103,53.3563
SXI,25.9089,54.5394
IIL,33.5866,46.4048
BXR,29.0842,58.45
JYR,28.7269,57.6703
KER,30.2744,56.9511
RJN,30.2977,56.0511
SYJ,29.5509,55.6727
KSH,34.3459,47.1581
TCX,33.6678,56.8927
XBJ,32.8981,59.2661
AFZ,36.1681,57.5952
CKT,36.5012,61.0649
MHD,36.2352,59.641
BJB,37.493,57.3082
ABD,30.3711,48.2283
AKW,30.7444,49.6772
AWZ,31.3374,48.762
DEF,32.4344,48.3976
MRX,30.5562,49.1519
OMI,30.8352,49.5349
GCH,30.3376,50.828
YES,30.7005,51.5451
SDG,35.2459,47.0092
KHD,33.4354,48.2829
AJK,34.1381,49.8473
BSM,36.6551,52.3496
NSH,36.6633,51.4647
RZR,36.9099,50.6796
SRY,36.6358,53.1936
GZW,36.2401,50.0471
RUD,36.4253,55.1042
SNX,35.5911,53.4951
ACZ,31.0983,61.5439
AMB,-13.1884,48.988
ANM,-14.9994,50.3202
DIE,-12.3494,49.2917
DOA,-14.3681,49.5108
IHR,27.2361,60.72
IVA,-13.4848,48.6327
NOS,-13.3121,48.3148
SVB,-14.2786,50.1747
VOH,-13.3758,50.0028
ZAH,29.4757,60.9062
ZBR,25.4433,60.3821
ZWA,-14.6517,49.6206
IKA,35.4161,51.1522
KKS,33.8953,51.577
THR,35.6892,51.3134
AZD,31.9049,54.2765
JWN,36.7737,48.3594
BGJ,65.5164,-13.805
DJU,64.6442,-14.2828
HFN,64.2956,-15.2272
RKV,64.13,-21.9406
AEY,65.66,-18.0727
BJD,66.0219,-14.8244
BXV,64.79,-14.0228
EGS,65.2833,-14.4014
FAS,64.9317,-14.0606
GRY,66.5458,-18.0173
HZK,65.9523,-17.426
MVA,65.6558,-16.9181
NOR,65.1319,-13.7464
OFJ,66.0833,-18.6667
OPA,66.3108,-16.4667
RFN,66.4064,-15.9183
SIJ,66.1333,-18.9167
THO,66.2185,-15.3356
VPN,65.7206,-14.8506
BIU,65.6413,-23.5462
BLO,65.645,-20.2875
OLI,64.9114,-23.8231
PFJ,65.5558,-23.965
SAK,65.7317,-19.5728
FAG,63.8747,-16.6411
VEY,63.4243,-20.2789
KEF,63.985,-22.6056
FLI,66.0142,-23.4417
GJR,65.9953,-21.3269
HVK,65.7047,-21.6964
IFJ,66.0581,-23.1353
RHA,65.4526,-22.2061
TEY,65.8703,-23.56
GUU,64.9914,-23.2247
SYK,65.0581,-22.7942
PSR,42.4317,14.1811
QAQ,42.3799,13.3092
CRV,38.9972,17.0802
REG,38.0712,15.6516
SUF,38.9054,16.2423
NAP,40.886,14.2908
QSR,40.6204,14.9113
BLQ,44.5354,11.2887
FRL,44.1948,12.0701
PMF,44.82122,10.2974
RAN,44.3639,12.225
RMI,44.0203,12.6117
AVB,46.0319,12.5965
TRS,45.8275,13.4722
UDN,46.0322,13.1868
CIA,41.7991,12.5929
FCO,41.8003,12.2389
ALL,44.0506,8.12743
GOA,44.4133,8.8375
BGY,45.66546,9.69948
LIN,45.4494,9.2783
MXP,45.6306,8.72811
VBS,45.4289,10.3306
,45.741389,8.886667
AOI,43.6163,13.3623
CUF,44.547,7.62322
TRN,45.2008,7.64963
BDS,40.6576,17.947
BRI,41.1389,16.7606
FOG,41.4329,15.535
LCC,40.2392,18.1333
TAR,40.5175,17.4032
TQR,42.1175,15.4907
AHO,40.6321,8.29077
CAG,39.2515,9.05428
DCI,39.3542,8.97248
FNU,39.8953,8.64266
OLB,40.8987,9.51763
TTB,39.9188,9.68298
CIY,36.9946,14.6072
CTA,37.4668,15.0664
LMP,35.4979,12.6181
NSY,37.4017,14.9224
PMO,38.176,13.091
PNL,36.8165,11.9689
TPS,37.9114,12.488
EBA,42.7603,10.2394
FLR,43.81,11.2051
GRS,42.7597,11.0719
LCV,43.8258,10.5779
PSA,43.6839,10.3927
SAY,43.2563,11.255
BZO,46.4602,11.3264
PEG,43.0959,12.5132
AOT,45.7385,7.36872
BLX,46.1665,12.2504
TSF,45.6484,12.1944
VCE,45.5053,12.3519
VIC,45.5734,11.5295
VRN,45.3957,10.8885
JER,49.2081,-2.19528
KTP,17.9886,-76.8238
POT,18.1988,-76.5345
KIN,17.9357,-76.7875
MBJ,18.5037,-77.9134
OCJ,18.4042,-76.969
NEG,18.3428,-78.3321
AQJ,29.6116,35.0181
ADJ,31.9727,35.9916
OMF,32.3564,36.2592
MPQ,30.1667,35.7833
AMM,31.7226,35.9932
NGO,34.8584,136.805
NKM,35.255,136.924
AXT,39.6156,140.219
ONJ,40.1919,140.371
AOJ,40.7347,140.691
HHE,40.5564,141.466
MSJ,40.7032,141.368
MYJ,33.8272,132.7
FKJ,36.1428,136.224
FUK,33.5859,130.451
KKJ,33.8459,131.035
FKS,37.2274,140.431
HIJ,34.4361,132.919
HIW,34.3669,132.414
AKJ,43.6708,142.447
CTS,42.7876,141.6772
HKD,41.77,140.822
KUH,43.041,144.193
MBE,44.3039,143.404
MMB,43.8806,144.164
OBO,42.7333,143.217
OIR,42.0717,139.433
OKD,43.1157,141.38
RBJ,45.455,141.039
RIS,45.242,141.186
SHB,43.5775,144.96
WKJ,45.4042,141.801
TJH,35.5128,134.787
IBR,36.1811,140.415
KMQ,36.3946,136.407
NTQ,37.2931,136.962
HNA,39.4286,141.135
TAK,34.2142,134.016
ASJ,28.4306,129.713
KKX,28.3213,129.928
KOJ,31.8034,130.719
KUM,30.3856,130.659
OKE,27.4255,128.701
RNJ,27.044,128.402
TKN,27.8364,128.881
TNE,30.6051,130.991
NJA,35.4546,139.45
UKB,34.6354,135.2261
KCZ,33.5461,133.669
AXJ,32.4825,130.159
KMJ,32.8373,130.855
SDJ,38.1397,140.917
KMI,31.8772,131.449
MMJ,36.1668,137.923
FUJ,32.6663,128.833
IKI,33.749,129.785
NGS,32.9169,129.914
OMJ,35.0833,140.1
TSJ,34.2849,129.331
KIJ,37.9559,139.121
SDS,38.0602,138.414
OIT,33.4794,131.737
OKJ,34.7569,133.855
AGJ,26.5925,127.241
DNA,26.3556,127.768
HTR,24.0589,123.806
IEJ,26.722,127.785
ISG,24.3964,124.245
KJP,26.1683,127.293
KTD,25.9447,131.327
